1.332267629550187849e-15,6.969848480983499295e-01,2.753463348283963106e-17,3.821848480983501273e-01,0.000000000000000000e+00
2.000000000001111999e-03,6.969848476528456294e-01,2.189011491182846244e-09,3.821848483457985224e-01,0.000000000000000000e+00
4.000000000000891731e-03,6.969848445396628067e-01,1.748581572264713085e-08,3.821848500749671085e-01,0.000000000000000000e+00
6.000000000000671463e-03,6.969848361058146313e-01,5.892601748155973374e-08,3.821848547594157708e-01,0.000000000000000000e+00
8.000000000000451195e-03,6.969848197143122537e-01,1.394666144690890334e-07,3.821848638638186135e-01,0.000000000000000000e+00
1.000000000000023093e-02,6.969847927441326085e-01,2.719861551734385366e-07,3.821848788439818345e-01,0.000000000000000000e+00
1.200000000000001066e-02,6.969847525901865515e-01,4.692848967153455321e-07,3.821849011468613222e-01,0.000000000000000000e+00
1.399999999999979039e-02,6.969846966632862184e-01,7.440849626935806236e-07,3.821849322105808078e-01,0.000000000000000000e+00
1.599999999999957012e-02,6.969846223901137172e-01,1.109030501030445848e-06,3.821849734644494068e-01,0.000000000000000000e+00
1.799999999999934985e-02,6.969845272131880431e-01,1.576687841817274267e-06,3.821850263289797711e-01,0.000000000000000000e+00
1.999999999999912959e-02,6.969844085908336595e-01,2.159545655159928661e-06,3.821850922159057418e-01,0.000000000000000000e+00
2.199999999999890932e-02,6.969842639971483012e-01,2.870015109024299376e-06,3.821851725282001122e-01,0.000000000000000000e+00
2.399999999999868905e-02,6.969840909219704450e-01,3.720430027081805769e-06,3.821852686600927806e-01,0.000000000000000000e+00
2.599999999999846878e-02,6.969838868708475577e-01,4.723047046554895640e-06,3.821853819970881805e-01,0.000000000000000000e+00
2.799999999999824851e-02,6.969836493650036768e-01,5.890045776062535987e-06,3.821855139159834880e-01,0.000000000000000000e+00
2.999999999999802824e-02,6.969833759413078811e-01,7.233528953465722182e-06,3.821856657848863303e-01,0.000000000000000000e+00
3.199999999999780798e-02,6.969830641522413162e-01,8.765522603712976553e-06,3.821858389632325492e-01,0.000000000000000000e+00
3.399999999999758771e-02,6.969827115658656647e-01,1.049797619668583215e-05,3.821860348018041309e-01,0.000000000000000000e+00
3.599999999999736744e-02,6.969823157657908386e-01,1.244276280504435506e-05,3.821862546427469698e-01,0.000000000000000000e+00
3.799999999999714717e-02,6.969818743511430048e-01,1.461167926207262604e-05,3.821864998195889651e-01,0.000000000000000000e+00
3.999999999999692690e-02,6.969813849365320557e-01,1.701644631952425096e-05,3.821867716572574514e-01,0.000000000000000000e+00
4.199999999999670663e-02,6.969808451520200787e-01,1.966870880546783991e-05,3.821870714720973505e-01,0.000000000000000000e+00
4.399999999999648637e-02,6.969802526430887157e-01,2.258003578213252361e-05,3.821874005718889911e-01,0.000000000000000000e+00
4.599999999999626610e-02,6.969796050706071888e-01,2.576192070375346802e-05,3.821877602558657605e-01,0.000000000000000000e+00
4.799999999999604583e-02,6.969789001108004367e-01,2.922578157441732641e-05,3.821881518147322021e-01,0.000000000000000000e+00
4.999999999999582556e-02,6.969781354552164743e-01,3.298296110590778112e-05,3.821885765306816118e-01,0.000000000000000000e+00
5.199999999999560529e-02,6.969773088106949732e-01,3.704472687555102094e-05,3.821890356774140796e-01,0.000000000000000000e+00
5.399999999999538502e-02,6.969764178993342885e-01,4.142227148406125585e-05,3.821895305201541970e-01,0.000000000000000000e+00
5.599999999999516476e-02,6.969754604584600388e-01,4.612671271338619777e-05,3.821900623156689880e-01,0.000000000000000000e+00
5.799999999999494449e-02,6.969744342405927995e-01,5.116909368455255832e-05,3.821906323122857274e-01,0.000000000000000000e+00
5.999999999999472422e-02,6.969733370134156836e-01,5.656038301551156690e-05,3.821912417499097603e-01,0.000000000000000000e+00
6.199999999999450395e-02,6.969721665597424787e-01,6.231147497898448196e-05,3.821918918600423765e-01,0.000000000000000000e+00
6.399999999999428368e-02,6.969709206774856725e-01,6.843318966030804810e-05,3.821925838657985741e-01,0.000000000000000000e+00
6.599999999999406342e-02,6.969695971796238121e-01,7.493627311527997347e-05,3.821933189819250454e-01,0.000000000000000000e+00
6.799999999999384315e-02,6.969681938941699739e-01,8.183139752800454270e-05,3.821940984148178844e-01,0.000000000000000000e+00
6.999999999999362288e-02,6.969667086641393450e-01,8.912916136873799949e-05,3.821949233625405729e-01,0.000000000000000000e+00
7.199999999999340261e-02,6.969651393475169154e-01,9.684008955173411203e-05,3.821957950148416328e-01,0.000000000000000000e+00
7.399999999999318234e-02,6.969634838172257263e-01,1.049746335930896166e-04,3.821967145531726118e-01,0.000000000000000000e+00
7.599999999999296207e-02,6.969617399610946729e-01,1.135431717685898102e-04,3.821976831507058470e-01,0.000000000000000000e+00
7.799999999999274181e-02,6.969599056818259752e-01,1.225560092715538855e-04,3.821987019723525059e-01,0.000000000000000000e+00
7.999999999999252154e-02,6.969579788969635370e-01,1.320233783706806999e-04,3.821997721747800170e-01,0.000000000000000000e+00
8.199999999999230127e-02,6.969559575388608597e-01,1.419554385678939207e-04,3.822008949064304439e-01,0.000000000000000000e+00
8.399999999999208100e-02,6.969538395546482912e-01,1.523622767561877260e-04,3.822020713075378051e-01,0.000000000000000000e+00
8.599999999999186073e-02,6.969516229062016066e-01,1.632539073774725061e-04,3.822033025101463366e-01,0.000000000000000000e+00
8.799999999999164046e-02,6.969493055701094786e-01,1.746402725804198732e-04,3.822045896381280894e-01,0.000000000000000000e+00
8.999999999999142020e-02,6.969468855376416139e-01,1.865312423783086469e-04,3.822059338072009149e-01,0.000000000000000000e+00
9.199999999999119993e-02,6.969443608147162239e-01,1.989366148068699182e-04,3.822073361249460621e-01,0.000000000000000000e+00
9.399999999999097966e-02,6.969417294218683834e-01,2.118661160821330356e-04,3.822087976908263851e-01,0.000000000000000000e+00
9.599999999999075939e-02,6.969389893942176117e-01,2.253294007582705872e-04,3.822103195962039401e-01,0.000000000000000000e+00
9.799999999999053912e-02,6.969361387814357878e-01,2.393360518854443597e-04,3.822119029243578603e-01,0.000000000000000000e+00
9.999999999999031886e-02,6.969331756477150641e-01,2.538955811676503753e-04,3.822135487505022300e-01,0.000000000000000000e+00
1.019999999999900986e-01,6.969300980717357819e-01,2.690174291205648500e-04,3.822152581418039596e-01,0.000000000000000000e+00
1.039999999999898783e-01,6.969269041466341630e-01,2.847109652293895016e-04,3.822170321574005492e-01,0.000000000000000000e+00
1.059999999999896581e-01,6.969235919799705581e-01,3.009854881066968582e-04,3.822188718484179626e-01,0.000000000000000000e+00
1.079999999999894378e-01,6.969201596936969167e-01,3.178502256502759721e-04,3.822207782579885582e-01,0.000000000000000000e+00
1.099999999999892175e-01,6.969166054241248132e-01,3.353143352009780535e-04,3.822227524212688521e-01,0.000000000000000000e+00
1.119999999999889972e-01,6.969129273218933607e-01,3.533869037005616699e-04,3.822247953654572261e-01,0.000000000000000000e+00
1.139999999999887770e-01,6.969091235519371264e-01,3.720769478495382712e-04,3.822269081098120247e-01,0.000000000000000000e+00
1.159999999999885567e-01,6.969051922934540455e-01,3.913934142650179310e-04,3.822290916656693183e-01,0.000000000000000000e+00
1.179999999999883364e-01,6.969011317398728922e-01,4.113451796385546007e-04,3.822313470364606114e-01,0.000000000000000000e+00
